Map_Seed,Overlap_Factor,Algorithm,Drone_ID,Final_State,Speed_m_s,Jerk_m2_s5,Miss_Distance_m,Flight_Time_s,Coverage_pct
79,0.3,Normal,Drone 4,Success,1.3698,2410.9025,3.8263,41.4,99.73
79,0.3,Early,Drone 0,Success,1.8486,1535.1944,4.014,25.1,99.7
79,0.3,Early,Drone 1,Success,2.2477,1995.2479,3.8976,27.8,99.7
79,0.3,Early,Drone 2,Success,1.8884,1591.8804,3.6872,28.05,99.7
79,0.3,Early,Drone 3,Success,1.9186,2193.0587,3.9147,32.25,99.7
79,0.3,Early,Drone 4,Success,1.9736,2377.4706,3.8302,35.8,99.7
32,0.3,Normal,Drone 0,Success,1.1303,1753.577,4.0052,37.6,99.18
32,0.3,Normal,Drone 1,Success,1.3496,1711.3428,3.7091,31.95,99.18
32,0.3,Normal,Drone 2,Success,0.9099,1610.5815,4.0073,35.45,99.18
32,0.3,Normal,Drone 3,Success,1.6693,2155.5791,4.0039,38.85,99.18
32,0.3,Normal,Drone 4,Success,1.4608,2230.909,3.906,44.0,99.18
32,0.3,Early,Drone 0,Success,1.7355,1709.7761,4.0151,32.85,99.12
32,0.3,Early,Drone 1,Success,1.9922,1698.7449,3.7237,27.1,99.12
32,0.3,Early,Drone 2,Success,1.5729,1659.5414,4.0185,30.4,99.12
32,0.3,Early,Drone 3,Success,2.3249,2109.7693,4.0124,33.15,99.12
32,0.3,Early,Drone 4,Success,1.6852,2284.4177,3.9202,39.35,99.12
25,0.3,Normal,Drone 0,Success,1.845,1989.6865,3.7743,33.75,99.44
25,0.3,Normal,Drone 1,Success,1.5085,1902.814,3.743,40.75,99.44
25,0.3,Normal,Drone 2,Success,1.1686,2183.634,4.0057,39.2,99.44
25,0.3,Normal,Drone 3,Success,1.5911,1510.7877,3.8957,26.8,99.44
25,0.3,Normal,Drone 4,Success,1.3046,2575.8721,4.0045,38.0,99.44
25,0.3,Early,Drone 0,Success,2.3307,1966.6126,3.7757,28.4,99.33
25,0.3,Early,Drone 1,Success,2.2506,1763.0701,3.7347,35.2,99.33
25,0.3,Early,Drone 2,Success,1.804,2147.2873,4.0146,33.8,99.33
25,0.3,Early,Drone 3,Success,2.2017,1563.1624,3.9042,22.7,99.33
25,0.3,Early,Drone 4,Success,2.257,2547.0484,4.0127,32.05,99.33
