Map_Seed,Overlap_Factor,Algorithm,Drone_ID,Final_State,Speed_m_s,Jerk_m2_s5,Miss_Distance_m,Energy_Joules,Flight_Time_s,Collisions,Coverage_pct
33,0.5,Early,Drone 0,Success,1.9188,3810.7203,4.0062,4389.47,42.9,0,99.92
33,0.5,Early,Drone 1,Success,1.7847,1931.7928,3.7591,4318.25,30.1,0,99.92
33,0.5,Early,Drone 2,Success,2.0579,2408.2545,4.0116,4383.67,40.55,0,99.92
33,0.5,Early,Drone 3,Success,1.8599,2002.9685,4.0137,4349.81,34.9,0,99.92
33,0.5,Early,Drone 4,Success,1.8642,2154.1653,4.0166,4342.68,34.35,0,99.92
41,0.5,Normal,Drone 0,Success,1.2776,2482.5237,3.9951,4711.42,46.4,0,99.89
41,0.5,Normal,Drone 1,Success,1.3861,2156.9243,3.9797,4193.18,41.45,0,99.89
41,0.5,Normal,Drone 2,Success,1.1271,1715.2477,3.7503,3688.26,36.45,0,99.89
41,0.5,Normal,Drone 3,Success,1.2939,3160.8658,3.8794,5690.34,56.15,0,99.89
41,0.5,Normal,Drone 4,Success,1.3547,2016.264,3.9011,3793.76,37.4,0,99.89
41,0.5,Early,Drone 0,Success,1.8497,2536.863,4.0088,4738.55,38.2,0,99.86
41,0.5,Early,Drone 1,Success,1.8556,2043.9734,3.9923,4703.61,34.75,0,99.86
41,0.5,Early,Drone 2,Success,1.6253,1810.8157,3.7634,4686.45,30.7,0,99.86
41,0.5,Early,Drone 3,Success,2.0247,3035.9309,3.8862,4781.28,46.85,0,99.86
41,0.5,Early,Drone 4,Success,1.9515,2087.4148,3.9137,4694.0,31.3,0,99.86
69,0.5,Normal,Drone 0,Success,1.6457,2227.1864,3.692,3728.39,36.8,0,99.9
69,0.5,Normal,Drone 1,Success,1.4485,2759.5977,3.8237,5050.07,49.65,0,99.9
69,0.5,Normal,Drone 2,Success,1.299,3123.5396,3.9152,5819.92,57.2,0,99.9
69,0.5,Normal,Drone 3,Success,1.3545,1430.2648,4.0024,3097.84,30.55,0,99.9
69,0.5,Normal,Drone 4,Success,1.3705,2810.4566,3.8656,4881.74,48.15,0,99.9
69,0.5,Early,Drone 0,Success,2.3177,2141.5095,3.6914,4849.63,30.4,0,99.86
69,0.5,Early,Drone 1,Success,1.9811,2814.8651,3.8346,4929.29,41.7,0,99.86
69,0.5,Early,Drone 2,Success,2.1628,3076.4786,3.9257,4970.9,48.55,0,99.86
69,0.5,Early,Drone 3,Success,2.0071,1335.0504,4.01,4822.06,25.6,0,99.86
69,0.5,Early,Drone 4,Success,1.9827,2797.765,3.8764,4906.2,39.95,0,99.86
55,0.5,Normal,Drone 0,Success,1.3551,2356.3542,4.0009,4079.47,40.15,0,99.68
55,0.5,Normal,Drone 1,Success,1.2708,2203.1771,3.9628,5044.91,50.05,0,99.68
55,0.5,Normal,Drone 2,Success,1.3909,1845.9748,3.7362,2992.32,29.6,0,99.68
55,0.5,Normal,Drone 3,Success,1.4177,2826.1927,3.8817,4990.65,49.5,0,99.68
55,0.5,Normal,Drone 4,Success,1.3766,1999.1876,3.9852,3846.94,37.85,0,99.68
55,0.5,Early,Drone 0,Success,1.9725,2246.8307,4.0132,4212.98,33.75,0,99.63
55,0.5,Early,Drone 1,Success,1.8204,2128.7431,3.9759,4223.87,41.6,0,99.63
55,0.5,Early,Drone 2,Success,1.9732,1827.5295,3.7427,4138.21,23.5,0,99.63
55,0.5,Early,Drone 3,Success,2.087,2786.7676,3.8899,4214.53,39.95,0,99.63
55,0.5,Early,Drone 4,Success,1.9958,1995.9574,3.9971,4197.99,31.8,0,99.63
99,0.5,Normal,Drone 0,Success,1.0769,1968.1782,3.7665,4126.12,40.6,0,99.96
99,0.5,Normal,Drone 1,Success,1.4671,3566.8334,3.9346,5730.97,56.25,0,99.96
99,0.5,Normal,Drone 2,Success,1.8317,2646.7627,3.9231,5150.23,50.7,0,99.96
99,0.5,Normal,Drone 3,Success,1.2468,2144.2466,4.0045,3897.41,38.25,0,99.96
99,0.5,Normal,Drone 4,Success,1.2607,2179.4408,4.0037,4150.25,40.8,0,99.96
99,0.5,Early,Drone 0,Success,1.7227,1988.7281,3.777,4845.09,34.65,0,99.94
99,0.5,Early,Drone 1,Success,2.2707,3479.2229,3.9408,4934.61,48.15,0,99.94
99,0.5,Early,Drone 2,Success,2.3144,2690.3488,3.9347,4897.39,43.25,0,99.94
99,0.5,Early,Drone 3,Success,2.4315,1962.6978,4.0115,4842.92,32.7,0,99.94
99,0.5,Early,Drone 4,Success,1.9503,2073.3489,4.0119,4846.92,35.0,0,99.94
1,0.5,Normal,Drone 0,Success,1.2493,1948.0296,3.7413,4075.3,40.2,0,99.71
1,0.5,Normal,Drone 1,Success,1.3961,2601.4318,3.9,4777.95,47.1,0,99.71
1,0.5,Normal,Drone 2,Success,1.6546,3375.9417,3.9158,5664.69,55.8,0,99.71
1,0.5,Normal,Drone 3,Success,1.4895,2299.4089,3.8583,4382.67,43.05,0,99.71
1,0.5,Normal,Drone 4,Success,1.3351,1744.8031,4.0014,3138.83,30.95,0,99.71
1,0.5,Early,Drone 0,Success,1.8921,1885.4974,3.751,4716.24,35.0,0,99.64
1,0.5,Early,Drone 1,Success,2.0416,2391.1031,3.9059,4747.42,40.3,0,99.64
1,0.5,Early,Drone 2,Success,2.2699,3325.6085,3.9213,4783.7,46.9,0,99.64
1,0.5,Early,Drone 3,Success,2.0557,2249.1473,3.8689,4741.57,36.1,0,99.64
1,0.5,Early,Drone 4,Success,2.0909,1824.9307,4.0088,4665.21,25.55,0,99.64
7,0.5,Normal,Drone 0,Success,1.3225,2616.5701,3.967,5004.44,49.35,0,99.78
7,0.5,Normal,Drone 1,Success,1.1267,1886.9341,3.7025,4051.72,39.9,0,99.78
7,0.5,Normal,Drone 2,Success,1.3931,1858.4802,3.9814,3733.9,36.8,0,99.78
7,0.5,Normal,Drone 3,Success,1.2764,2320.0614,4.0035,4140.92,40.7,0,99.78
7,0.5,Normal,Drone 4,Success,1.402,3180.2039,3.83,5166.87,50.75,0,99.78
7,0.5,Early,Drone 0,Success,2.0786,2484.681,3.9783,4359.25,41.35,0,99.77
7,0.5,Early,Drone 1,Success,1.5767,1809.7026,3.7116,4319.5,33.95,0,99.77
7,0.5,Early,Drone 2,Success,2.0012,1923.1486,3.9903,4300.56,31.0,0,99.77
7,0.5,Early,Drone 3,Success,1.9073,2241.0187,4.0128,4327.63,34.1,0,99.77
7,0.5,Early,Drone 4,Success,2.0608,3064.7226,3.8358,4379.44,42.75,0,99.77
77,0.5,Normal,Drone 0,Success,1.6977,2800.295,3.9405,4875.37,47.95,0,99.92
77,0.5,Normal,Drone 1,Success,1.2548,1970.6819,3.7422,3972.5,39.4,0,99.92
77,0.5,Normal,Drone 2,Success,1.1918,2079.4603,4.0065,4124.86,40.6,0,99.92
77,0.5,Normal,Drone 3,Success,1.1648,1995.8223,4.005,4050.95,39.8,0,99.92
77,0.5,Normal,Drone 4,Success,1.5109,2880.9405,3.8333,4941.61,48.7,0,99.92
77,0.5,Early,Drone 0,Success,2.2763,2752.9809,3.9493,4142.23,40.5,0,99.86
77,0.5,Early,Drone 1,Success,1.973,1837.0238,3.697,4068.71,31.6,0,99.86
77,0.5,Early,Drone 2,Success,1.8121,2048.1046,4.0193,4105.14,34.15,0,99.86
77,0.5,Early,Drone 3,Success,1.7687,1937.2592,4.0162,4109.0,33.85,0,99.86
77,0.5,Early,Drone 4,Success,2.1479,2730.9706,3.8132,4142.06,40.35,0,99.86
11,0.5,Normal,Drone 0,Success,1.5035,2518.6613,3.9656,4048.57,39.6,0,99.7
11,0.5,Normal,Drone 1,Success,1.2647,2087.2168,4.0044,3970.5,39.05,0,99.7
11,0.5,Normal,Drone 2,Success,1.3885,2914.5081,3.9401,5286.93,52.1,0,99.7
11,0.5,Normal,Drone 3,Success,1.2265,1995.2606,3.6917,3913.23,38.75,0,99.7
11,0.5,Normal,Drone 4,Success,1.4147,2636.5187,3.9414,5175.71,50.7,0,99.7
11,0.5,Early,Drone 0,Success,2.2205,2559.0694,3.9734,4439.16,33.55,0,99.62
11,0.5,Early,Drone 1,Success,1.9351,2017.6542,4.0142,4414.32,33.3,0,99.62
11,0.5,Early,Drone 2,Success,2.0114,2868.0775,3.9495,4466.77,43.7,0,99.62
11,0.5,Early,Drone 3,Success,1.7835,1973.1896,3.6703,4387.68,31.9,0,99.62
11,0.5,Early,Drone 4,Success,1.9605,2741.5349,3.9564,4500.21,43.75,0,99.62
62,0.5,Normal,Drone 0,Success,1.2977,2997.5299,3.9242,5317.23,52.15,0,99.9
62,0.5,Normal,Drone 1,Success,1.765,2293.4414,3.9601,4273.94,41.95,0,99.9
62,0.5,Normal,Drone 2,Success,1.2681,1734.5292,3.6235,3534.62,34.8,0,99.9
62,0.5,Normal,Drone 3,Success,1.1711,2762.6163,3.8696,5398.24,53.2,0,99.9
62,0.5,Normal,Drone 4,Success,1.5476,2193.1878,3.9916,3558.4,34.95,0,99.9
62,0.5,Early,Drone 0,Success,1.8643,2868.2569,3.9358,4617.1,44.0,0,99.86
62,0.5,Early,Drone 1,Success,2.3937,2269.1486,3.9703,4557.16,35.25,0,99.86
62,0.5,Early,Drone 2,Success,1.8287,1821.4999,3.6373,4505.63,29.7,0,99.86
62,0.5,Early,Drone 3,Success,1.6948,2612.8012,3.8814,4595.15,44.95,0,99.86
62,0.5,Early,Drone 4,Success,2.2277,2154.9728,3.9981,4511.58,28.9,0,99.86
